pinId,pinState,pinName,pinAgency,sourceState,sourceAgency,sourceSiteName,matchedLabel,matchType,badgeCount
jr_oregon_oregon_caves_nm_and_pr,Oregon,Oregon Caves NM & Pr,NPS,Oregon,National Park Service,Oregon Caves National Monument and Preserve,Oregon Caves National Monument and Preserve,state_core_exact,4
jr_pennsylvania_allegheny_portage_railroad_nhs,Pennsylvania,Allegheny Portage Railroad NHS,NPS,Pennsylvania,National Park Service,Allegheny Portage Railroad National Historic Site,Allegheny Portage Railroad National Historic Site,state_core_exact,6
jr_pennsylvania_eisenhower_nhs,Pennsylvania,Eisenhower NHS,NPS,Pennsylvania,National Park Service,Eisenhower National Historic Site,Eisenhower National Historic Site,state_core_exact,3
jr_pennsylvania_flight_93_nm,Pennsylvania,Flight 93 NM,NPS,Pennsylvania,National Park Service,Flight 93 National Memorial,Flight 93 National Memorial,state_core_exact,6
jr_pennsylvania_fort_necessity_nb,Pennsylvania,Fort Necessity NB,NPS,Pennsylvania,National Park Service,Fort Necessity National Battlefield,Fort Necessity National Battlefield,state_core_exact,2
jr_pennsylvania_friendship_hill_nhs,Pennsylvania,Friendship Hill NHS,NPS,Pennsylvania,National Park Service,Friendship Hill National Historic Site,Friendship Hill National Historic Site,state_core_exact,10
jr_pennsylvania_gettysburg_nmp,Pennsylvania,Gettysburg NMP,NPS,Pennsylvania,National Park Service,Gettysburg National Military Park,Gettysburg National Military Park,state_core_exact,8
jr_pennsylvania_hopewell_furnace_nhs,Pennsylvania,Hopewell Furnace NHS,NPS,Pennsylvania,National Park Service,Hopewell Furnace National Historic Site,Hopewell Furnace National Historic Site,state_core_exact,10
jr_pennsylvania_independence_nhp,Pennsylvania,Independence NHP,NPS,Pennsylvania,National Park Service,Independence National Historical Park,Independence National Historical Park,state_core_exact,11
jr_pennsylvania_johnstown_flood_nm,Pennsylvania,Johnstown Flood NM,NPS,Pennsylvania,National Park Service,Johnstown Flood National Memorial,Johnstown Flood National Memorial,state_core_exact,7
jr_pennsylvania_schuykill_river_greenways_nha,Pennsylvania,Schuykill River Greenways NHA,NPS,Pennsylvania,National Park Service,Schuylkill River Valley National Heritage Area,Schuylkill River Valley National Heritage Area,state_core_fuzzy,1
jr_pennsylvania_steamtown_nhs,Pennsylvania,Steamtown NHS,NPS,Pennsylvania,National Park Service,Steamtown National Historic Site,Steamtown National Historic Site,state_core_exact,8
jr_pennsylvania_thaddeus_kosciuszko_nm,Pennsylvania,Thaddeus Kosciuszko NM,NPS,Pennsylvania,National Park Service,Thaddeus Kosciuszko National Memorial,Thaddeus Kosciuszko National Memorial,state_core_exact,3
jr_pennsylvania_valley_forge_nhp,Pennsylvania,Valley Forge NHP,NPS,Pennsylvania,National Park Service,Valley Forge National Historical Park,Valley Forge National Historical Park,state_core_exact,8
jr_rhode_island_roger_williams_nm,Rhode Island,Roger Williams NM,NPS,Rhode Island,National Park Service,Roger Williams National Memorial.,Roger Williams National Memorial.,state_core_exact,4
jr_rhode_island_touro_synagogue_nhs,Rhode Island,Touro Synagogue NHS,NPS,Rhode Island,National Park Service,Touro Synagogue National Historic Site,Touro Synagogue National Historic Site,state_core_exact,1
jr_south_carolina_charles_pinckney_nhs,South Carolina,Charles Pinckney NHS,NPS,South Carolina,National Park Service,Charles Pinckney National Historic Site,Charles Pinckney National Historic Site,state_core_exact,5
jr_south_carolina_congaree_np,South Carolina,Congaree NP,NPS,South Carolina,National Park Service,Congaree National Park,Congaree National Park,state_core_exact,4
jr_south_carolina_cowpens_nb,South Carolina,Cowpens NB,NPS,South Carolina,National Park Service,Cowpens National Battlefield,Cowpens National Battlefield,state_core_exact,5
jr_south_carolina_fort_sumter_and_fort_moultrie_nhp,South Carolina,Fort Sumter & Fort Moultrie NHP,NPS,South Carolina,National Park Service,Fort Sumter National Monument,Fort Sumter National Monument,state_core_fuzzy,6
jr_south_carolina_fort_sumter_and_fort_moultrie_nhp,South Carolina,Fort Sumter & Fort Moultrie NHP,NPS,South Carolina,National Park Service,Fort Sumter and Fort Moultrie National Historical Park,Fort Sumter and Fort Moultrie National Historical Park,state_core_exact,3
jr_south_carolina_kings_mountain_nmp,South Carolina,Kings Mountain NMP,NPS,South Carolina,National Park Service,Kings Mountain National Military Park,Kings Mountain National Military Park,state_core_fuzzy,6
jr_south_carolina_ninety_six_nhs,South Carolina,Ninety Six NHS,NPS,South Carolina,National Park Service,Ninety Six National Historic Site,Ninety Six National Historic Site,state_core_exact,5
jr_south_carolina_reconstruction_era_nhp,South Carolina,Reconstruction Era NHP,NPS,South Carolina,National Park Service,Reconstruction Era National Historical Park,Reconstruction Era National Historical Park,state_core_exact,6
jr_south_dakota_badlands_np,South Dakota,Badlands NP,NPS,South Dakota,National Park Service,Badlands National Park,Badlands National Park,state_core_exact,10
jr_south_dakota_jewel_cave_nm,South Dakota,Jewel Cave NM,NPS,South Dakota,National Park Service,Jewel Cave National Monument,Jewel Cave National Monument,state_core_exact,1
jr_south_dakota_minuteman_missile_nhs,South Dakota,Minuteman Missile NHS,NPS,South Dakota,National Park Service,Minuteman Missile National Historic Site,Minuteman Missile National Historic Site,state_core_exact,5
jr_south_dakota_mount_rushmore_nm,South Dakota,Mount Rushmore NM,NPS,South Dakota,National Park Service,Mount Rushmore National Memorial,Mount Rushmore National Memorial,state_core_exact,9
jr_south_dakota_wind_cave_np,South Dakota,Wind Cave NP,NPS,South Dakota,National Park Service,Wind Cave National Park,Wind Cave National Park,state_core_exact,6
jr_tennessee_andrew_johnson_nhs,Tennessee,Andrew Johnson NHS,NPS,Tennessee,National Park Service,Andrew Johnson National Historic Site,Andrew Johnson National Historic Site,state_core_exact,5
jr_tennessee_fort_donelson_nb,Tennessee,Fort Donelson NB,NPS,Tennessee,National Park Service,Fort Donelson National Battlefield,Fort Donelson National Battlefield,state_core_exact,11
jr_across_manhattan_project_nhp,New Mexico,Manhattan Project NHP,NPS,Tennessee,National Park Service,"Manhattan Project National Historical Park, (Also Washington State and New Mexico )","Manhattan Project National Historical Park, (Also Washington State and New Mexico )",unique_core_exact,5
jr_tennessee_obed_wsr,Tennessee,Obed WSR,NPS,Tennessee,National Park Service,Obed National Wild and Scenic River,Obed National Wild and Scenic River,state_core_fuzzy,4
jr_tennessee_stones_river_nb,Tennessee,Stones River NB,NPS,Tennessee,National Park Service,Stones River National Battlefield,Stones River National Battlefield,state_core_exact,7
jr_texas_alibates_flint_quarries_nm,Texas,Alibates Flint Quarries NM,NPS,Texas,National Park Service,Alibates Flint Quarries National Monument,Alibates Flint Quarries National Monument,state_core_exact,3
jr_texas_amistad_nra,Texas,Amistad NRA,NPS,Texas,National Park Service,Amistad National Recreation Area,Amistad National Recreation Area,state_core_exact,4
jr_texas_big_bend_np,Texas,Big Bend NP,NPS,Texas,National Park Service,Big Bend National Park,Big Bend National Park,state_core_exact,12
jr_texas_big_thicket_npr,Texas,Big Thicket NPr,NPS,Texas,National Park Service,Big Thicket National Preserve,Big Thicket National Preserve,state_core_exact,6
jr_texas_chamizal_nm,Texas,Chamizal NM,NPS,Texas,National Park Service,Chamizal National Memorial,Chamizal National Memorial,state_core_exact,5
jr_texas_fort_davis_nhs,Texas,Fort Davis NHS,NPS,Texas,National Park Service,Fort Davis National Historic Site,Fort Davis National Historic Site,state_core_exact,6
jr_texas_guadalupe_mountains_np,Texas,Guadalupe Mountains NP,NPS,Texas,National Park Service,Guadalupe Mountains National Park,Guadalupe Mountains National Park,state_core_exact,6
jr_texas_lake_meredith_nra,Texas,Lake Meredith NRA,NPS,Texas,National Park Service,Lake Meredith National Recreation Area,Lake Meredith National Recreation Area,state_core_exact,4
jr_texas_lyndon_b_johnson_nhp,Texas,Lyndon B Johnson NHP,NPS,Texas,National Park Service,Lyndon B Johnson National Historical Park,Lyndon B Johnson National Historical Park,state_core_exact,8
jr_texas_padre_island_ns,Texas,Padre Island NS,NPS,Texas,National Park Service,Padre Island National Seashore,Padre Island National Seashore,state_core_exact,11
jr_texas_palo_alto_battlefield_nhp,Texas,Palo Alto Battlefield NHP,NPS,Texas,National Park Service,Palo Alto Battlefield National Historical Park,Palo Alto Battlefield National Historical Park,state_core_exact,6
jr_texas_san_antonio_missions_nhp,Texas,San Antonio Missions NHP,NPS,Texas,National Park Service,San Antonio Missions National Historical Park,San Antonio Missions National Historical Park,state_core_exact,12
jr_texas_waco_mammoth_nm,Texas,Waco Mammoth NM,NPS,Texas,National Park Service,Waco Mammoth National Monument,Waco Mammoth National Monument,state_core_exact,4
jr_utah_arches_np,Utah,Arches NP,NPS,Utah,National Park Service,Arches National Park,Arches National Park,state_core_exact,12
jr_utah_bryce_canyon_np,Utah,Bryce Canyon NP,NPS,Utah,National Park Service,Bryce Canyon National Park,Bryce Canyon National Park,state_core_exact,12
jr_utah_canyonlands_np,Utah,Canyonlands NP,NPS,Utah,National Park Service,Canyonlands National Park,Canyonlands National Park,state_core_exact,10
jr_utah_capitol_reef_np,Utah,Capitol Reef NP,NPS,Utah,National Park Service,Capitol Reef National Park,Capitol Reef National Park,state_core_exact,7
jr_utah_cedar_breaks_nm,Utah,Cedar Breaks NM,NPS,Utah,National Park Service,Cedar Breaks National Monument,Cedar Breaks National Monument,state_core_exact,6
jr_utah_golden_spike_nhp,Utah,Golden Spike NHP,NPS,Utah,National Park Service,Golden Spike National Historical Park,Golden Spike National Historical Park,state_core_exact,8
jr_utah_natural_bridges_nm,Utah,Natural Bridges NM,NPS,Utah,National Park Service,Natural Bridges National Monument,Natural Bridges National Monument,state_core_exact,3
jr_utah_rainbow_bridge_nm,Utah,Rainbow Bridge NM,NPS,Utah,National Park Service,Rainbow Bridge National Monument,Rainbow Bridge National Monument,state_core_exact,2
jr_utah_timpanogos_cave_nm,Utah,Timpanogos Cave NM,NPS,Utah,National Park Service,Timpanogos Cave National Monument,Timpanogos Cave National Monument,state_core_exact,5
jr_utah_zion_np,Utah,Zion NP,NPS,Utah,National Park Service,Zion National Park,Zion National Park,state_core_exact,11
jr_vermont_marsh_billings_rockefeller_nhp,Vermont,Marsh-Billings-Rockefeller NHP,NPS,Vermont,National Park Service,Marsh - Billings - Rockefeller National Historical Park,Marsh - Billings - Rockefeller National Historical Park,state_core_exact,5
jr_virginia_appomattox_court_house_nhp,Virginia,Appomattox Court House NHP,NPS,Virginia,National Park Service,Appomattox Court House National Historical Park,Appomattox Court House National Historical Park,state_core_exact,4
jr_virginia_arlington_house_the_robert_e_lee_memorial,Virginia,"Arlington House,The Robert E. Lee Memorial",NPS,Virginia,National Park Service,"Arlington House, The Robert E. Lee National Memorial","Arlington House, The Robert E. Lee National Memorial",state_core_exact,6
jr_virginia_booker_t_washington_nm,Virginia,Booker T. Washington NM,NPS,Virginia,National Park Service,Booker T Washington National Monument,Booker T Washington National Monument,state_core_exact,2
jr_virginia_cedar_creek_and_belle_grove_nhp,Virginia,Cedar Creek & Belle Grove NHP,NPS,Virginia,National Park Service,Cedar Creek and Belle Grove National Historical Park,Cedar Creek and Belle Grove National Historical Park,state_core_exact,3
jr_virginia_colonial_nhp,Virginia,Colonial NHP,NPS,Virginia,National Park Service,"Colonial National Historical Park, (See Jamestown and Yorktown)","Colonial National Historical Park, (See Jamestown and Yorktown)",state_core_exact,3
jr_virginia_fort_monroe_nm,Virginia,Fort Monroe NM,NPS,Virginia,National Park Service,Fort Monroe National Monument,Fort Monroe National Monument,state_core_exact,4
jr_virginia_fredericksburg_and_spotsylvania_nmp,Virginia,Fredericksburg & Spotsylvania NMP,NPS,Virginia,National Park Service,Fredericksburg and Spotsylvania National Military Park,Fredericksburg and Spotsylvania National Military Park,state_core_exact,8
jr_virginia_george_washington_birthplace_nm,Virginia,George Washington Birthplace NM,NPS,Virginia,National Park Service,George Washington Birthplace National Monument,George Washington Birthplace National Monument,state_core_exact,7
jr_across_george_washington_memorial_parkway,Virginia,George Washington Memorial Parkway,NPS,Virginia,National Park Service,"George Washington Memorial Parkway, DC, MD, VA","George Washington Memorial Parkway, DC, MD, VA",state_core_fuzzy,4
jr_across_george_washington_memorial_parkway,Virginia,George Washington Memorial Parkway,NPS,Virginia,National Park Service,"George Washington Memorial Parkway, Fort Hunt","George Washington Memorial Parkway, Fort Hunt",state_core_fuzzy,3
jr_virginia_great_falls_park,Virginia,Great Falls Park,NPS,Virginia,National Park Service,Great Falls Park,Great Falls Park,state_name_exact,12
jr_virginia_historic_jamestowne,Virginia,Historic Jamestowne,NPS,Virginia,National Park Service,"Historic Jamestowne, Part of Colonial National Historical Park","Historic Jamestowne, Part of Colonial National Historical Park",state_core_fuzzy,9
jr_virginia_maggie_l_walker_nhs,Virginia,Maggie L. Walker NHS,NPS,Virginia,National Park Service,Maggie L Walker National Historic Site,Maggie L Walker National Historic Site,state_core_exact,6
jr_virginia_manassas_nbp,Virginia,Manassas NBP,NPS,Virginia,National Park Service,Manassas National Battlefield,Manassas National Battlefield,state_core_exact,7
jr_virginia_petersburg_national_battlefield,Virginia,Petersburg National Battlefield,NPS,Virginia,National Park Service,Petersburg National Battlefield,Petersburg National Battlefield,state_name_exact,3
jr_virginia_prince_william_forest_park,Virginia,Prince William Forest Park,NPS,Virginia,National Park Service,Prince William Forest Park,Prince William Forest Park,state_name_exact,4
jr_virginia_richmond_nbp,Virginia,Richmond NBP,NPS,Virginia,National Park Service,Richmond National Battlefield Park,Richmond National Battlefield Park,state_core_exact,11
jr_virginia_shenandoah_np,Virginia,Shenandoah NP,NPS,Virginia,National Park Service,Shenandoah National Park,Shenandoah National Park,state_core_exact,10
jr_virginia_wolf_trap_np_for_the_performing_arts,Virginia,Wolf Trap National Park for the Performing Arts,NPS,Virginia,National Park Service,Wolf Trap National Park for the Performing Arts,Wolf Trap National Park for the Performing Arts,state_name_exact,3
jr_washington_bainbridge_island_japanese_american_exclusion_memorial,Washington,Bainbridge Island Japanese American Exclusion Memorial,NPS,Washington,National Park Service,"Bainbridge Island Japanese American, Exclusion Memorial","Bainbridge Island Japanese American, Exclusion Memorial",state_name_exact,2
jr_washington_ebey_s_landing_nhr,Washington,Ebey's Landing NHR,NPS,Washington,National Park Service,Ebey's Landing National Historical Reserve,Ebey's Landing National Historical Reserve,state_core_fuzzy,3
jr_washington_lake_roosevelt_nra,Washington,Lake Roosevelt NRA,NPS,Washington,National Park Service,Lake Roosevelt National Recreation Area,Lake Roosevelt National Recreation Area,state_core_exact,3
jr_washington_mount_rainier_np,Washington,Mount Rainier NP,NPS,Washington,National Park Service,Mount Rainier National Park,Mount Rainier National Park,state_core_exact,12
jr_washington_north_cascades_np,Washington,North Cascades NP,NPS,Washington,National Park Service,North Cascades National Park,North Cascades National Park,state_core_exact,12
jr_washington_olympic_np,Washington,Olympic NP,NPS,Washington,National Park Service,Olympic National Park,Olympic National Park,state_core_exact,11
jr_washington_san_juan_island_nhp,Washington,San Juan Island NHP,NPS,Washington,National Park Service,San Juan Island National Historical Park,San Juan Island National Historical Park,state_core_exact,12
jr_washington_whitman_mission_nhs,Washington,Whitman Mission NHS,NPS,Washington,National Park Service,"Whitman Mission National Historic Site , OR,WA","Whitman Mission National Historic Site , OR,WA",state_core_fuzzy,6
jr_west_virginia_new_river_gorge_np_and_pr,West Virginia,New River Gorge NP and Pr,NPS,West Virginia,National Park Service,New River Gorge National Park and Preserve,New River Gorge National Park and Preserve,state_core_exact,12
jr_wisconsin_apostle_islands_nl,Wisconsin,Apostle Islands NL,NPS,Wisconsin,National Park Service,Apostle Islands National Lakeshore,Apostle Islands National Lakeshore,state_core_exact,6
jr_wyoming_devils_tower_nm,Wyoming,Devils Tower NM,NPS,Wyoming,National Park Service,Devils Tower National Monument,Devils Tower National Monument,state_core_exact,12
jr_wyoming_fort_laramie_nhs,Wyoming,Fort Laramie NHS,NPS,Wyoming,National Park Service,Fort Laramie National Historic Site,Fort Laramie National Historic Site,state_core_exact,7
jr_wyoming_fossil_butte_nm,Wyoming,Fossil Butte NM,NPS,Wyoming,National Park Service,Fossil Butte National Monument,Fossil Butte National Monument,state_core_exact,5
jr_wyoming_grand_teton_np,Wyoming,Grand Teton NP,NPS,Wyoming,National Park Service,Grand Teton National Park,Grand Teton National Park,state_core_exact,9
jr_alabama_joe_wheeler_nwr,Alabama,Joe Wheeler NWR,US Fish & Wildlife Service,Alabama,National Wildlife Refuge,Wheeler National Wildlife Refuge,Wheeler National Wildlife Refuge,state_core_fuzzy,1
jr_alaska_alaska_maritime_nwr,Alaska,Alaska Maritime NWR,US Fish & Wildlife Service,Alaska,National Wildlife Refuge,Alaska Maritime National Wildlife Refuge,Alaska Maritime National Wildlife Refuge,state_core_exact,2
jr_alaska_kenai_nwr,Alaska,Kenai NWR,US Fish & Wildlife Service,Alaska,National Wildlife Refuge,Kenai National Wildlife Refuge,Kenai National Wildlife Refuge,state_core_exact,1
jr_alaska_kodiak_nwr,Alaska,Kodiak NWR,US Fish & Wildlife Service,Alaska,National Wildlife Refuge,Kodiak National Wildlife Refuge,Kodiak National Wildlife Refuge,state_core_exact,2
jr_alaska_selawik_nwr,Alaska,Selawik NWR,US Fish & Wildlife Service,Alaska,National Wildlife Refuge,Selawik National Wildlife Refuge,Selawik National Wildlife Refuge,state_core_exact,1
jr_alaska_tetlin_nwr,Alaska,Tetlin NWR,US Fish & Wildlife Service,Alaska,National Wildlife Refuge,Tet National Wildlife Refuge,Tet National Wildlife Refuge,state_core_fuzzy,1
jr_alaska_yukon_delta_nwr,Alaska,Yukon Delta NWR,US Fish & Wildlife Service,Alaska,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Yukon Delta National Wildlife Refuge,state_core_exact,1
jr_arizona_cabeza_pieta_nwr,Arizona,Cabeza Pieta NWR,US Fish & Wildlife Service,Arizona,National Wildlife Refuge,Cabeza National Wildlife Refuge,Cabeza National Wildlife Refuge,state_core_fuzzy,1
jr_california_hopper_mountain_nwr,California,Hopper Mountain NWR,US Fish & Wildlife Service,California,National Wildlife Refuge,Hopper National Wildlife Refuge,Hopper National Wildlife Refuge,state_core_fuzzy,1
jr_california_klamath_basin_nwr,California,Klamath Basin NWR,US Fish & Wildlife Service,California,National Wildlife Refuge,Klamath Basin National Wildlife Refuge,Klamath Basin National Wildlife Refuge,state_core_exact,1
jr_california_sacramento_nwr,California,Sacramento NWR,US Fish & Wildlife Service,California,National Wildlife Refuge,Sacramento National Wildlife Refuge,Sacramento National Wildlife Refuge,state_core_exact,1
jr_california_san_francisco_bay_nwr_don_edwards,California,San Francisco Bay NWR (Don Edwards),US Fish & Wildlife Service,California,National Wildlife Refuge,San Fran National Wildlife Refuge,San Fran National Wildlife Refuge,state_core_fuzzy,3
jr_colorado_rocky_mountain_arsenal_nwr,Colorado,Rocky Mountain Arsenal NWR,US Fish & Wildlife Service,Colorado,National Wildlife Refuge,Rocky Mout Aresenal National Wildlife Refuge,Rocky Mout Aresenal National Wildlife Refuge,state_core_fuzzy,1
jr_colorado_rocky_mountain_arsenal_nwr,Colorado,Rocky Mountain Arsenal NWR,US Fish & Wildlife Service,Colorado,National Wildlife Refuge,Rocky Mt Aresenal National Wildlife Refuge,Rocky Mt Aresenal National Wildlife Refuge,state_core_fuzzy,1
jr_delaware_bombay_hook_nwr,Delaware,Bombay Hook NWR,US Fish & Wildlife Service,Delaware,National Wildlife Refuge,Bombay Hook National Wildlife Refuge,Bombay Hook National Wildlife Refuge,state_core_exact,1
jr_delaware_prime_hook_nwr,Delaware,Prime Hook NWR,US Fish & Wildlife Service,Delaware,National Wildlife Refuge,Primehook National Wildlife Refuge,Primehook National Wildlife Refuge,state_core_fuzzy,1
jr_florida_florida_keys_nwr,Florida,Florida Keys NWR,US Fish & Wildlife Service,Florida,National Wildlife Refuge,Fllorida Keys National Wildlife Refuge,Fllorida Keys National Wildlife Refuge,state_core_fuzzy,1
jr_florida_jn_ding_darling_nwr,Florida,"JN ""Ding"" Darling NWR",US Fish & Wildlife Service,Florida,National Wildlife Refuge,JN Ding National Wildlife Refuge,JN Ding National Wildlife Refuge,state_core_fuzzy,1
jr_florida_merritt_island_nwr,Florida,Merritt Island NWR,US Fish & Wildlife Service,Florida,National Wildlife Refuge,Merritt Island National Wildlife Refuge,Merritt Island National Wildlife Refuge,state_core_exact,1
jr_florida_st_marks_nwr,Florida,St. Marks NWR,US Fish & Wildlife Service,Florida,National Wildlife Refuge,St Marks National Wildlife Refuge,St Marks National Wildlife Refuge,state_core_exact,1
jr_florida_jn_ding_darling_nwr,Florida,"JN ""Ding"" Darling NWR",US Fish & Wildlife Service,Florida,National Wildlife Refuge,ding National Wildlife Refuge,ding National Wildlife Refuge,state_core_fuzzy,1
jr_georgia_harris_neck_nwr,Georgia,Harris Neck NWR,US Fish & Wildlife Service,Georgia,National Wildlife Refuge,Harris Neck National Wildlife Refuge,Harris Neck National Wildlife Refuge,state_core_exact,2
jr_georgia_okefenokee_nwr,Georgia,Okefenokee NWR,US Fish & Wildlife Service,Georgia,National Wildlife Refuge,Okefenokee National Wildlife Refuge,Okefenokee National Wildlife Refuge,state_core_exact,3
jr_hawaii_kilauea_point_nwr,Hawaii,Kilauea Point NWR,US Fish & Wildlife Service,Hawaii,National Wildlife Refuge,Kilauea National Wildlife Refuge,Kilauea National Wildlife Refuge,state_core_fuzzy,1
jr_idaho_deer_flat_nwr,Idaho,Deer Flat NWR,US Fish & Wildlife Service,Idaho,National Wildlife Refuge,Deer Flats National Wildlife Refuge,Deer Flats National Wildlife Refuge,state_core_fuzzy,1
jr_illinois_crab_orchard_nwr,Illinois,Crab Orchard NWR,US Fish & Wildlife Service,Illinois,National Wildlife Refuge,Crab Orchard National Wildlife Refuge,Crab Orchard National Wildlife Refuge,state_core_exact,1
jr_indiana_muscatatuck_national_wildlife_refuge,Indiana,Muscatatuck National Wildlife Refuge,,Indiana,National Wildlife Refuge,Muscatatuck National Wildlife Refuge,Muscatatuck National Wildlife Refuge,state_name_exact,1
jr_kansas_quivira_nwr,Kansas,Quivira NWR,US Fish & Wildlife Service,Kansas,National Wildlife Refuge,Quivira National Wildlife Refuge,Quivira National Wildlife Refuge,state_core_exact,2
jr_louisiana_bayou_sauvage_nwr,Louisiana,Bayou Sauvage NWR,US Fish & Wildlife Service,Louisiana,National Wildlife Refuge,Bay Sau National Wildlife Refuge,Bay Sau National Wildlife Refuge,state_core_fuzzy,1
jr_texas_caddo_lake_nwr,Texas,Caddo Lake NWR,US Fish & Wildlife Service,Louisiana,National Wildlife Refuge,Caddo Lake National Wildlife Refuge,caddo lake,nwr_manual_override,1
jr_louisiana_cameron_prairie_nwr,Louisiana,Cameron Prairie NWR,US Fish & Wildlife Service,Louisiana,National Wildlife Refuge,Cameron Prairie National Wildlife Refuge,Cameron Prairie National Wildlife Refuge,state_core_exact,1
jr_louisiana_lacassine_nwr,Louisiana,Lacassine NWR,US Fish & Wildlife Service,Louisiana,National Wildlife Refuge,Lacassine National Wildlife Refuge,Lacassine National Wildlife Refuge,state_core_exact,1
jr_louisiana_southeast_louisiana_nwr,Louisiana,Southeast Louisiana NWR,US Fish & Wildlife Service,Louisiana,National Wildlife Refuge,SE Lou National Wildlife Refuge,southeast louisiana,nwr_manual_override,1
jr_louisiana_bogue_chitto_nwr,Louisiana,Bogue Chitto NWR,US Fish & Wildlife Service,Louisiana,National Wildlife Refuge,bog chit National Wildlife Refuge,bog chit National Wildlife Refuge,state_core_fuzzy,1
jr__patuxent_research_refuge,Maryland,Patuxent Research Refuge,US Fish & Wildlife Service,Maryland,National Wildlife Refuge,Agent of Discovery Patuxent National Wildlife Refuge,patuxent,nwr_manual_override,2
jr__blackwater_nwr,Maryland,Blackwater NWR,US Fish & Wildlife Service,Maryland,National Wildlife Refuge,Bla Pat National Wildlife Refuge,Bla Pat National Wildlife Refuge,state_core_fuzzy,1
jr__blackwater_nwr,Maryland,Blackwater NWR,US Fish & Wildlife Service,Maryland,National Wildlife Refuge,Bla Wat bad National Wildlife Refuge,Bla Wat bad National Wildlife Refuge,state_core_fuzzy,1
jr__patuxent_research_refuge,Maryland,Patuxent Research Refuge,US Fish & Wildlife Service,Maryland,National Wildlife Refuge,Patuxent National Wildlife Refuge,patuxent,nwr_manual_override,1
jr__patuxent_research_refuge,Maryland,Patuxent Research Refuge,US Fish & Wildlife Service,Maryland,National Wildlife Refuge,Patuxent2 National Wildlife Refuge,patuxent,nwr_manual_override,1
jr_massachusetts_parker_river_nwr,Massachusetts,Parker River NWR,US Fish & Wildlife Service,Massachusetts,National Wildlife Refuge,Parker National Wildlife Refuge,Parker River ​(978),state_core_exact,1
jr_iowa_desoto_nwr,Iowa,Desoto NWR,US Fish & Wildlife Service,Michigan,National Wildlife Refuge,Desoto National Wildlife Refuge,desoto,nwr_manual_override,1
jr_iowa_neal_smith_nwr,Iowa,Neal Smith NWR,US Fish & Wildlife Service,Michigan,National Wildlife Refuge,Neil Smith National Wildlife Refuge,neal smith,nwr_manual_override,1
jr_michigan_seney_nwr,Michigan,Seney NWR,US Fish & Wildlife Service,Michigan,National Wildlife Refuge,Seney National Wildlife Refuge,Seney National Wildlife Refuge,state_core_exact,1
jr_minnesota_minnesota_valley_nwr_bloomington_educational_and_visitor_center,Minnesota,Minnesota Valley NWR-Bloomington Educational & Visitor Center,US Fish & Wildlife Service,Minnesota,National Wildlife Refuge,EXPLORER Minnesota Vailey National Wildlife Refuge,EXPLORER Minnesota Vailey National Wildlife Refuge,state_core_fuzzy,1
jr_minnesota_minnesota_valley_nwr_bloomington_educational_and_visitor_center,Minnesota,Minnesota Valley NWR-Bloomington Educational & Visitor Center,US Fish & Wildlife Service,Minnesota,National Wildlife Refuge,Minn Valley National Wildlife Refuge,Minn Valley National Wildlife Refuge,state_core_fuzzy,1
jr_minnesota_minnesota_valley_nwr_bloomington_educational_and_visitor_center,Minnesota,Minnesota Valley NWR-Bloomington Educational & Visitor Center,US Fish & Wildlife Service,Minnesota,National Wildlife Refuge,Minnesota Valley . National Wildlife Refuge,Minnesota Valley . National Wildlife Refuge,state_core_fuzzy,2
jr_minnesota_minnesota_valley_nwr_bloomington_educational_and_visitor_center,Minnesota,Minnesota Valley NWR-Bloomington Educational & Visitor Center,US Fish & Wildlife Service,Minnesota,National Wildlife Refuge,Minnesota Valley y National Wildlife Refuge,Minnesota Valley y National Wildlife Refuge,state_core_fuzzy,1
jr_minnesota_minnesota_valley_nwr_bloomington_educational_and_visitor_center,Minnesota,Minnesota Valley NWR-Bloomington Educational & Visitor Center,US Fish & Wildlife Service,Minnesota,National Wildlife Refuge,OUTDOOR EXPLORER Minnesota Valley National Wildlife Refuge,OUTDOOR EXPLORER Minnesota Valley National Wildlife Refuge,state_core_fuzzy,1
jr_mississippi_mississippi_sandhill_crane_nwr,Mississippi,Mississippi Sandhill Crane NWR,US Fish & Wildlife Service,Mississippi,National Wildlife Refuge,Sandhill Crane National Wildlife Refuge,Sandhill Crane National Wildlife Refuge,state_core_fuzzy,1
jr_mississippi_theodore_roosevelt_nwr,Mississippi,Theodore Roosevelt NWR,US Fish & Wildlife Service,Mississippi,National Wildlife Refuge,The Roo National Wildlife Refuge,The Roo National Wildlife Refuge,state_core_fuzzy,1
jr_nevada_southern_nevada_s_nwr_ash_meadows_nwr,Nevada,Southern Nevada's NWR - Ash Meadows NWR,US Fish & Wildlife Service,Montana,National Wildlife Refuge,Ash Meadows National Wildlife Refuge,ash meadows,nwr_manual_override,1
jr_nevada_southern_nevada_s_nwr_moapa_valley_nwr,Nevada,Southern Nevada's NWR - Moapa Valley NWR,US Fish & Wildlife Service,Montana,National Wildlife Refuge,Moapa National Wildlife Refuge,moapa,nwr_manual_override,1
jr_new_mexico_bitter_lake_nwr,New Mexico,Bitter Lake NWR,US Fish & Wildlife Service,Nebraska,National Wildlife Refuge,Bitter Lake National Wildlife Refuge,bitter lake,nwr_manual_override,1
